"track_id","popularity","duration_ms","explicit","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","track_genre",".pred"
"3M6NL7PxIDZ3ArfPrBUTUP",37,169318,"True",0.371,0.674,9,-3.72,1,0.0488,0.169,0,0.0889,0.92,87.603,4,"acoustic",40.1654717789094
"1gRa1tyGV1GY60QgU5DkQH",0,183293,"False",0.594,0.307,10,-13.062,1,0.0249,0.796,0.0414,0.15,0.24,94.026,3,"acoustic",41.3064364669384
"6OCsvPU6P84wJ0erggCRv4",0,272640,"False",0.687,0.494,1,-9.421,1,0.0505,0.324,5.5e-05,0.0867,0.621,93.269,1,"acoustic",36.8146909460068
"0I0l2Oo5zjpCEphpDJL0Pm",44,447306,"False",0.588,0.604,9,-7.602,1,0.024,0.343,6.86e-05,0.252,0.351,92.02,4,"acoustic",38.9572663624146
"71ehTADpxs85ULrZgSEKCy",57,268800,"False",0.549,0.24,0,-7.778,1,0.0338,0.947,0,0.106,0.167,119.58,4,"acoustic",41.6102121462961
"6LsHKNorX6fPBNcGxU1jQZ",37,186738,"False",0.408,0.266,10,-12.9,0,0.0404,0.875,0.000498,0.104,0.35,143.651,4,"acoustic",40.4816833831914
"1FHCU1rDAeaPsBW9byjJ0Q",64,246280,"False",0.503,0.357,3,-9.36,1,0.0272,0.727,0,0.128,0.438,136.135,4,"acoustic",41.1463643854358
"0Kt5AHOpQAkEsHAuPeB0le",50,216052,"False",0.525,0.461,5,-9.489,0,0.0878,0.775,2.14e-06,0.362,0.202,147.997,4,"acoustic",41.3700636402018
"07m8PuXxxv5J4qPEDq6ZkK",65,243933,"False",0.555,0.934,9,-5.04,1,0.113,0.00268,0,0.122,0.422,144.874,4,"acoustic",44.6635575320617
"0KF5nzdiqZlxVK68MPITst",57,256933,"False",0.555,0.452,0,-9.636,1,0.0554,0.694,0,0.0595,0.321,179.921,4,"acoustic",43.3881611088561
"6J0bdIZElZMymahgVWRE9B",58,94053,"False",0.724,0.652,3,-6.869,1,0.0247,0.46,0.000142,0.101,0.75,106.911,4,"acoustic",39.0435965700326
"5sVyefkGgQeYCgnqr4KslQ",64,231813,"False",0.567,0.224,1,-10.024,1,0.0299,0.887,0,0.109,0.2,124.44,4,"acoustic",45.0594970825327
"4M4suTUnAYZocl09XEKBZN",36,216773,"False",0.555,0.68,10,-8.358,0,0.0323,0.126,0.000906,0.0506,0.903,84.518,4,"acoustic",34.9977575136446
"2C9ePPz58he8jmYEod9pvT",54,145771,"False",0.69,0.306,9,-9.193,1,0.0356,0.805,0,0.0968,0.424,115.671,4,"acoustic",45.076443521252
"33SH8ZC36EzoRstHbaFE72",54,244188,"False",0.694,0.471,8,-8.62,1,0.0281,0.411,0,0.233,0.466,95.003,4,"acoustic",40.8000209792173
"4CU3t2c3TIpmzX44P1VCFi",39,208571,"False",0.422,0.41,6,-14.151,0,0.0467,0.00855,0,0.104,0.354,83.952,4,"acoustic",39.8984934470119
"1TZBg0IBHvqfSAlHvVd8eH",56,183093,"False",0.43,0.121,10,-15.148,1,0.0404,0.908,0,0.161,0.461,91.211,4,"acoustic",37.0755671470615
"2Jhx81CSHw8xWwBqRM2mZR",48,200346,"False",0.702,0.259,2,-9.73,1,0.0403,0.878,5.34e-06,0.108,0.246,120.102,4,"acoustic",44.3476594810862
"5P6ZBMWS66FVo6deJaDdHy",49,229653,"False",0.747,0.265,1,-14.141,1,0.0354,0.745,0.0169,0.11,0.2,138.017,4,"acoustic",45.6855710943352
"4NxUuupOGPquDhy1yFIZK3",59,193695,"False",0.687,0.748,3,-4.54,1,0.0785,0.24,0,0.373,0.872,88.944,4,"acoustic",40.1168345481059
"6DwgZO7AMYelPFwr8WPhpg",46,252386,"False",0.568,0.18,7,-11.707,1,0.0284,0.758,6.17e-05,0.111,0.228,112.033,4,"acoustic",44.246954556859
"2gJ3ZOaiWr3jGHwevufOxr",57,220306,"False",0.615,0.358,5,-9.694,1,0.0552,0.705,0,0.113,0.432,146.06,4,"acoustic",41.4984410770536
"37jsciEAFxwyjXx0kV6aO6",34,192392,"False",0.415,0.619,2,-7.624,0,0.123,0.946,2.75e-05,0.799,0.739,77.009,4,"acoustic",31.3690785186812
"22KbVMZekQbkrHGrubQTpQ",55,207228,"False",0.565,0.895,0,-5.354,1,0.04,0.194,0,0.101,0.592,149.919,4,"acoustic",39.8352514232064
"3nImoHhXBOqYcdTN8gt9eE",0,155000,"False",0.543,0.359,8,-6.571,1,0.0302,0.651,0,0.0981,0.346,109.735,4,"acoustic",44.350753130245
"3geIJghtdmVc7GeJio1xlj",50,181311,"False",0.622,0.221,9,-14.335,1,0.0583,0.901,0,0.107,0.297,131.827,4,"acoustic",41.111137180616
"1yycinn2WICj4UKGQ9xPjD",55,144653,"False",0.44,0.0353,6,-20.858,1,0.0522,0.99,0.00312,0.108,0.362,181.988,4,"acoustic",33.1446803178308
"1wSZdWFZphxDh6iJhWlIUi",38,211672,"False",0.672,0.644,11,-9.063,1,0.236,0.795,0,0.146,0.549,148.135,4,"acoustic",37.023750429527
"09t3kwndNebf3RV8DZ5pw3",37,250146,"False",0.497,0.254,8,-11.716,0,0.0341,0.891,0.0441,0.122,0.0676,110.864,3,"acoustic",38.7560459281289
"0IZJR2XrPdWqHdnpaPixw9",34,288426,"False",0.587,0.842,4,-6.04,1,0.0268,0.278,0,0.163,0.693,97.013,4,"acoustic",36.8328115068444
"71vcffc4Yfz0pt9AbaL386",49,163960,"False",0.495,0.22,5,-11.16,1,0.0355,0.847,1.4e-06,0.0957,0.345,126.618,4,"acoustic",44.0920568304964
"4H7MpMZ4p3Cc06B11bcgL7",50,171760,"False",0.666,0.289,7,-12.404,1,0.0317,0.641,8.2e-06,0.109,0.415,109.965,4,"acoustic",44.3888553332332
"5LuSu8fS8PGCH88EDPLYcy",49,177818,"False",0.693,0.111,0,-12.356,1,0.0379,0.937,1.47e-06,0.0858,0.247,110.813,4,"acoustic",42.6791812497079
"45SbQo5bq8f0hNdB70IyFC",57,216800,"False",0.735,0.275,8,-8.994,0,0.0304,0.746,0,0.131,0.294,116.004,4,"acoustic",43.9280255803844
"4l2fpkIEUWv7G9DNp9M2nr",53,161306,"False",0.605,0.168,2,-11.388,1,0.0496,0.887,0,0.12,0.398,119.836,4,"acoustic",40.9950778420065
"0RRZxVYjfY3jWT4XiYAW7k",49,202167,"False",0.568,0.177,2,-11.277,1,0.0374,0.93,0,0.0905,0.354,103.822,4,"acoustic",43.4221405016013
"2JI53ZVCxMucM68UpCtZ5C",57,169600,"False",0.731,0.191,0,-11.359,1,0.122,0.735,0.671,0.131,0.274,149.91,4,"acoustic",37.8769954693853
"5CijCh8uOTWZO9DQpYwAXw",49,230613,"False",0.423,0.572,6,-5.109,1,0.0347,0.0158,0,0.231,0.17,165.394,4,"acoustic",45.7594217555859
"0voYwjeuMfvXlF76oesZKu",56,183213,"False",0.496,0.391,10,-9.844,1,0.0311,0.826,0.0126,0.108,0.492,108.868,4,"acoustic",37.7117474003375
"6wVxhM5GJiZCro0xPWox6g",54,189646,"False",0.746,0.257,0,-9.878,1,0.0312,0.772,0,0.107,0.348,132.032,4,"acoustic",45.7165206306248
"7oyFihJppZYPP7o0NfoHnZ",50,262820,"False",0.393,0.268,9,-6.741,1,0.0385,0.697,0,0.11,0.225,110.456,4,"acoustic",43.8710153975872
"1BZnc6VaggPnrQyjem5Dpf",33,256506,"False",0.616,0.791,9,-6.246,1,0.0293,0.0599,3.97e-06,0.318,0.589,126.764,4,"acoustic",37.3469480577595
"5OWl1kO0gRlPxmp1wFyIWZ",48,162309,"False",0.292,0.339,7,-13.153,1,0.032,0.923,0.879,0.111,0.343,100.69,4,"acoustic",34.7143666938664
"0rQ146AWbwiDC1DheKXJxm",31,237093,"False",0.486,0.913,5,-6.416,1,0.0616,2.45e-05,0.289,0.225,0.334,136.073,4,"acoustic",31.1011481893229
"0YG5wOXVpvNUyPihvr1zsa",32,122026,"True",0.623,0.567,10,-7.779,1,0.037,0.831,6.44e-06,0.104,0.929,129.949,4,"acoustic",39.0348297954961
"3c8k1iPo45JM4fKvIfumwh",45,297266,"False",0.468,0.254,6,-11.839,1,0.0303,0.938,0.000442,0.107,0.242,135.862,4,"acoustic",42.4599438717981
"4efRaNW2VgDf3pjbm8y4tr",53,141286,"False",0.706,0.248,11,-12.724,1,0.0386,0.879,0,0.101,0.401,125.515,4,"acoustic",42.3434164438067
"1YnLthg0HOs8YTzgN5hVh2",55,136542,"False",0.658,0.125,8,-15.901,1,0.0323,0.877,0,0.287,0.507,106.686,4,"acoustic",42.6085299586672
"5IGYPdHMSG4PLXDS9LDPJS",52,117760,"False",0.302,0.0783,2,-14.968,1,0.0325,0.956,9.88e-05,0.12,0.231,140.485,5,"acoustic",33.6859500549296
"68KCwQ2PNKNT17sEx32DEG",52,185053,"False",0.482,0.178,2,-11.141,0,0.0292,0.843,2.46e-06,0.15,0.298,110.128,4,"acoustic",36.9494569054177
"2HUZVffVPXvqnrml0gXggp",62,188400,"False",0.661,0.342,9,-16.361,0,0.043,0.844,0.000128,0.26,0.588,146.118,4,"acoustic",39.7315168233189
"2AN3wNGUW0IgzfuurtVEDS",31,124400,"False",0.554,0.4,3,-11.806,1,0.0699,0.979,0.348,0.102,0.547,101.191,4,"acoustic",35.3990653047076
"5u2HaXFymnYNePtwI5bU3t",30,196813,"False",0.367,0.892,2,-3.91,1,0.133,0.00012,0.000268,0.276,0.799,81.928,4,"acoustic",35.5475407799789
"79keCNa2NAa4xMInUQCATJ",30,184217,"True",0.258,0.729,4,-6.457,0,0.0398,0.395,0.00442,0.131,0.462,116.943,3,"acoustic",39.9061334308009
"78Vs1Oo42MrcbwB8vQhhsz",30,129472,"False",0.571,0.696,9,-8.688,1,0.0739,0.14,0,0.0973,0.662,155.133,4,"acoustic",39.7487122406487
"6YOOCjjIb0pBZXbJjYgUlP",43,188735,"False",0.595,0.18,9,-11.391,1,0.0298,0.89,0,0.113,0.261,79.922,3,"acoustic",44.3734499474436
"7JY9axEOxQbeAN8OzwsOwy",53,174677,"False",0.607,0.178,11,-15.471,1,0.0499,0.737,0,0.387,0.422,127.956,4,"acoustic",39.5808698764281
"0MY3K86lZ9HIat4oBi40dh",55,164478,"False",0.689,0.299,7,-9.431,1,0.0301,0.833,0,0.115,0.52,96.825,4,"acoustic",43.0094866197346
"3BztDPhRhfwdwUndTlg45h",37,198040,"False",0.751,0.565,5,-9.106,1,0.0513,0.0777,0.0121,0.0855,0.679,119.996,4,"acoustic",39.4032736198567
"63F2nWghdifkNHVns5GT8W",53,291676,"False",0.478,0.398,2,-10.124,1,0.0286,0.0222,0.0183,0.0826,0.371,159.906,3,"acoustic",44.5693702560702
"4kXcndvaQEROosxdcbJqzK",31,322906,"False",0.403,0.631,7,-5.94,1,0.0356,0.0502,3.97e-05,0.193,0.328,78.522,4,"acoustic",44.0414317569773
"6Fomnvc3pkLvUQYUkhiQPx",45,262954,"False",0.407,0.357,1,-11.659,1,0.0436,0.775,0.00105,0.94,0.253,112.207,4,"acoustic",38.892501882046
"4jK6bBO2JbkvvgT7FPj8c5",51,131800,"False",0.429,0.258,5,-12.408,1,0.0317,0.868,0.888,0.108,0.0897,108.796,4,"acoustic",37.9724604239523
"2jHEySxCzzODFWmPzt084L",31,326600,"False",0.609,0.76,0,-5.16,1,0.0283,0.131,0,0.41,0.44,117.135,4,"acoustic",39.3244130503397
"2GbTLMvttdfKoz4YDjZJis",55,200893,"False",0.627,0.518,8,-7.178,1,0.0286,0.436,0,0.128,0.337,95.991,4,"acoustic",44.3108856207437
"5lQBkoXivgiXqKicR2uaTh",32,292493,"False",0.403,0.925,9,-3.166,1,0.0537,0.000435,0.755,0.323,0.543,169.978,4,"acoustic",31.7595247936749
"1tPYm2PqXjYL6lM0AfH5aT",41,207400,"False",0.586,0.149,5,-13.369,1,0.0348,0.881,0,0.187,0.341,75.121,4,"acoustic",40.8496046756589
"5bC6ONDsL88snGN6QasjZH",60,188200,"False",0.745,0.436,5,-9.617,0,0.043,0.597,0.0213,0.61,0.771,114.216,4,"acoustic",44.0738803441397
"2XshyXPcxtwvyFMys4JCqQ",45,181496,"False",0.526,0.139,9,-11.316,1,0.0325,0.879,0,0.109,0.203,100.852,4,"acoustic",44.4365934961232
"2saK0E712wIB3Gf8QLuFYX",29,136815,"True",0.461,0.893,9,-6.028,1,0.121,0.00323,0,0.654,0.4,179.92,4,"acoustic",39.2539856773898
"1ChZ4mrSLP8HImCY6IyImf",55,190909,"True",0.675,0.243,0,-13.392,1,0.0413,0.797,0,0.214,0.707,142.87,4,"acoustic",41.3671498280303
"1HfxPaJggVwFsvOtHbVzMz",55,212506,"False",0.589,0.893,0,-2.948,1,0.0397,0.0273,0,0.343,0.94,92.011,4,"acoustic",40.5026094595227
"0KAFjeQ6jpmtKP4CW9m5X6",46,190981,"False",0.656,0.3,4,-9.905,1,0.0349,0.87,0,0.0956,0.369,120.006,4,"acoustic",44.8836188716208
"54sN9ILcN1Udqc6au0Rzdw",31,259493,"False",0.441,0.423,0,-7.572,1,0.0282,0.839,0.000359,0.122,0.153,88.865,4,"acoustic",39.5109773215292
"4le6DvrwMv2rpyN1SPeL0g",50,148573,"False",0.445,0.289,11,-19.113,0,0.0329,0.437,0.00641,0.0988,0.172,104.006,4,"acoustic",41.5761009758931
"6XgmRgd6yQ71afjGLrk0aI",47,182744,"False",0.51,0.32,1,-10.371,1,0.0392,0.823,0.000193,0.124,0.425,92.385,4,"acoustic",36.1881404944261
"3CqV5uSdPvj5Ux3E8Idusc",37,81000,"False",0.487,0.162,11,-11.238,0,0.106,0.933,0.829,0.117,0.49,82.33,4,"acoustic",33.7587701417464
"4pcnFf9w7Mxmir5woJoanj",24,145720,"False",0.309,0.349,2,-8.402,1,0.0322,0.828,2.7e-06,0.0907,0.192,180.075,4,"acoustic",38.9955050090381
"4SXcG6Ti32myNw9GJ9qeDt",51,216933,"False",0.534,0.492,4,-8.905,1,0.0261,0.584,1.12e-06,0.185,0.328,82.465,3,"acoustic",39.9274647334347
"4BguxPKygliNCIkzwWlYxU",31,245800,"False",0.725,0.746,9,-8.214,1,0.0338,0.00721,0,0.0575,0.656,102.87,4,"acoustic",38.1847009549343
"44odJaONNr861TeNUYSx3L",28,244528,"False",0.71,0.402,0,-9.91,1,0.0274,0.873,0.232,0.103,0.136,106.024,4,"acoustic",43.3672944716484
"07CUaE9XAgDQ0B2T4XGrnN",55,137880,"False",0.691,0.552,5,-9.114,1,0.0264,0.497,0.000589,0.197,0.685,119.931,4,"acoustic",42.6881974577808
"1GkwSHR74B5DIgnlarTsa9",30,162282,"True",0.48,0.77,10,-3.547,1,0.0542,0.397,0,0.254,0.744,126.225,4,"acoustic",40.4124001160031
"0pfG8LwO7hSdHe6hTgc6a6",29,255680,"False",0.785,0.732,5,-6.177,1,0.0513,0.059,3.74e-06,0.524,0.798,137.946,4,"acoustic",34.3862825251261
"0XV6QiUZCV5IIeTVojlktV",29,239000,"False",0.758,0.406,10,-10.474,1,0.0306,0.901,4.3e-05,0.0908,0.383,109.984,4,"acoustic",42.3656138708451
"5KOn9dVdz24YDPjt8bfpjt",49,125677,"False",0.638,0.329,3,-13.683,1,0.0422,0.979,0.0597,0.338,0.475,94.125,4,"acoustic",36.5966553797484
"5mFrdpvoxokKCWp9uHE1ok",52,199114,"False",0.674,0.116,9,-13.448,1,0.0375,0.862,0,0.0979,0.21,129.976,4,"acoustic",44.4056179296408
"0BhmtRzdjNV0bQ5veUOazN",36,156923,"False",0.778,0.445,7,-8.228,1,0.0468,0.45,1.28e-06,0.119,0.502,130.01,4,"acoustic",43.2373375467664
"1abgR6pt8VzZRfiQa0KLlS",51,236298,"False",0.663,0.26,11,-9.587,1,0.0303,0.865,0,0.101,0.243,107.931,4,"acoustic",45.0385990513181
"47Dc6UvkluFZbPnumBlDBH",41,203024,"False",0.625,0.818,6,-6.296,0,0.0669,0.0516,1.13e-05,0.132,0.307,123.905,4,"acoustic",45.7267540871417
"2xHKGx65VCsJgU83Bvh4j7",51,181596,"False",0.566,0.168,3,-12.483,1,0.0372,0.812,0,0.125,0.238,116.286,4,"acoustic",41.7112194414023
"5aGkIyzLVYGuLIHkxpNAFF",59,241546,"False",0.325,0.424,7,-12.733,1,0.0438,0.341,0.000267,0.23,0.494,173.352,3,"acoustic",38.9028856022689
"0g5bEa2Kxz18QLp4qotw3z",29,212080,"False",0.494,0.465,6,-6.095,1,0.027,0.705,0,0.0693,0.275,132.501,4,"acoustic",42.472623149642
"1t0zKQvPW6iQPHGnUikbgC",42,236000,"False",0.439,0.292,0,-10.92,1,0.0308,0.744,6.27e-05,0.0987,0.153,82.222,4,"acoustic",40.4459705209501
"3InBIgygsMQ90Oc2Izt1mg",29,133840,"False",0.659,0.83,5,-4.659,1,0.0445,0.588,0,0.111,0.937,127.014,4,"acoustic",39.2552453165212
"6ad7bQ48TlqAgebCExUJVe",52,406103,"False",0.592,0.0833,0,-16.517,0,0.0835,0.946,0.0791,0.0941,0.205,143.243,4,"acoustic",31.4237702120063
"7wiULYwv85WeChygucbpTF",46,247805,"False",0.698,0.389,2,-6.246,0,0.0321,0.885,0,0.136,0.704,76.897,4,"acoustic",37.1014675870093
"1d39v4V4DmrrLiFX4DKHBv",53,251960,"False",0.619,0.299,2,-7.744,1,0.0279,0.846,4.99e-05,0.243,0.31,115.405,4,"acoustic",43.5229995414306
"4JAVT5eeiKjHrNNxQQrs4J",43,235960,"False",0.515,0.0686,0,-17.61,1,0.0401,0.936,0.000129,0.117,0.33,113.185,5,"acoustic",39.9275955682282
"4Akic5cb5RHJrTdQZY7AfX",46,148000,"False",0.491,0.304,9,-9.379,1,0.0291,0.5,0,0.0975,0.459,149.288,4,"acoustic",40.4433582044867
"1PEpGWRE4Tjsk2qy5teW4p",29,330026,"False",0.524,0.797,7,-6.611,1,0.0298,0.0567,0,0.0796,0.766,105.901,4,"acoustic",37.3091790242872
